1916 , 4 , 29 , 0 , 26.62 , 7.37
1916 , 4 , 30 , 0 , 30.16 , 6.22
1916 , 5 , 1 , 0 , 30.75 , 6.96
1916 , 5 , 2 , 0 , 24.21 , 9.38
1916 , 5 , 3 , 0 , 23.49 , 9.14
1916 , 5 , 4 , 0 , 26.34 , 9.58
1916 , 5 , 5 , 0 , 20.29 , 9.83
1916 , 5 , 6 , 3.593 , 18.14 , 9.54
1916 , 5 , 7 , 0.678 , 19.18 , 2.13
1916 , 5 , 8 , 0 , 20.44 , 6.21
1916 , 5 , 9 , 0 , 19.77 , 6.6
1916 , 5 , 10 , 0 , 23.31 , 2.54
1916 , 5 , 11 , 0 , 24.55 , 6.7
1916 , 5 , 12 , 0 , 24.29 , 4.7
1916 , 5 , 13 , 0 , 26.42 , 10.8
1916 , 5 , 14 , 0 , 25.66 , 5.72
1916 , 5 , 15 , 0 , 23.32 , 8.36
1916 , 5 , 16 , 0 , 19.8 , 8.52
1916 , 5 , 17 , 0 , 21.18 , 6.81
1916 , 5 , 18 , 0.086 , 19.5 , 11.74
1916 , 5 , 19 , 0 , 22.87 , 7.7
